Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
2,0.37738522493600624,1,161.1578,3,1,4,42.01232914276475
1,0.177229732268601,6,110.3228,2,1,3,52.56491225142491
1,0.2789089528860628,3,93.0804,2,1,2,54.22336027949577
2,0.1190241110027712,5,178.2344,1,2,4,53.43173588795333
2,0.3319871142077656,6,81.8592,1,2,4,35.190737417678534
1,0.12914775646522086,5,119.3098,2,1,3,43.91078227497206
2,0.3425478886228902,0,195.011,1,2,4,52.43809683808138
1,0.33500409997491076,9,123.5046,3,1,4,52.336423263345004
1,0.25044783289140277,3,100.57,2,1,2,71.36784990456137
1,0.1937920225396288,0,49.6034,2,3,4,31.178005067675514
1,0.33518645855702467,14,39.1848,2,1,2,23.648932322622937
1,0.3053155236800121,13,116.7834,2,1,2,70.37674473858534
1,0.42149880901373854,9,170.5422,1,2,4,60.17712356036969
1,0.3344392769995773,1,64.6826,1,2,4,27.838663761035658
2,0.2514246407971979,4,88.3856,1,2,4,36.308180896321424
1,0.27909203679073324,8,59.3536,1,2,4,30.311779888353637
1,0.22707890038486622,13,49.0008,1,1,1,10.05990059593036
2,0.26523461689606054,5,228.601,2,1,2,85.73466043555547
1,0.15659258922439465,8,117.5492,1,2,4,37.285257140054696
1,0.1464482912157052,9,76.3328,1,2,4,36.23475679509937
2,0.1614297277455426,0,241.2196,1,2,4,80.66925808509707
1,0.12369890056099933,7,105.2938,1,2,4,45.129615553425666
1,0.0,7,179.86599999999999,1,2,4,59.960987316754554
2,0.2462016531219886,2,174.0712,3,1,4,49.606418939488066
1,0.2577981594193411,5,184.2292,2,1,2,67.53317703173751
2,0.2772652989466947,13,33.1558,1,2,4,23.308642174095
1,0.37703064862156765,4,263.5884,1,2,4,48.835392903098466
1,0.24214191087046455,13,46.4744,2,1,3,23.308642174095
2,0.15665655747526178,10,105.1306,1,3,4,55.99926785235678
2,0.17604753619406321,6,124.3072,2,3,4,51.91491500522754
1,0.19037278429439436,10,57.3562,1,2,4,31.738862613521615
2,0.19595646710430356,0,61.951,1,2,4,38.96182747254035
1,0.10610388777042998,13,211.65599999999998,1,2,4,50.56354417957665
1,0.26927928810066326,2,177.437,2,3,4,59.403198567080544
1,0.31888736412721025,4,54.6956,3,1,4,12.797921706277156
1,0.2581198229505049,9,194.2478,3,1,4,52.08137094969755
1,0.4027935165813869,13,107.8622,1,3,4,32.536471843148576
1,0.0,14,189.85299999999998,1,2,4,70.23943336901287
1,0.0,8,110.2544,3,1,4,38.13275757141096
1,0.20978166507109244,5,43.7454,2,1,2,25.906107388027248
1,0.1608333081174419,3,264.6226,2,3,4,68.97685698841315
1,0.12836128310359007,0,74.33800000000001,1,3,1,12.102726965440475
1,0.17633844163993284,13,185.7582,1,3,4,59.40880237809882
1,0.0,9,115.4518,1,2,4,48.89670541048753
1,0.1960154993871658,4,62.5852,3,1,4,20.930752494834007
1,0.24729735744645553,9,228.40099999999998,1,1,1,15.155889944176819
1,0.28515220497131,11,37.819,1,2,4,20.962538014276802
1,0.3546220861706163,6,87.1198,1,2,4,50.29288418852114
1,0.23792925419124064,5,41.7454,1,2,4,14.481954288009613
1,0.27149527804365214,12,35.1216,2,1,3,20.382816292161394
2,0.2010794718513056,3,191.653,1,2,4,61.60405830787449
1,0.21621542960667725,8,100.4384,2,1,3,44.393332832757665
1,0.2505241984320078,0,50.4034,1,1,1,6.971613873415538
2,0.2134071882575655,13,170.7132,2,1,2,70.03058474695182
2,0.2033383116876896,13,103.1332,2,3,4,28.64027932824678
2,0.1921026262183836,10,175.137,1,2,4,35.14340620941573
1,0.27401543204717504,7,233.9616,2,1,2,66.72983140994738
1,0.163509547121873,3,57.4246,1,2,4,28.477085525032226
1,0.41527491376195597,6,115.1518,3,1,4,26.136388426865715
2,0.18885617543517078,5,246.2486,2,1,2,89.79701442698415
1,0.1938588223424459,6,175.5054,1,3,4,49.51237825029212
2,0.34957537956784085,6,100.1016,3,1,4,40.23960238372144
1,0.23858305891240475,0,107.1622,1,2,4,20.577871610057247
2,0.2516334218660153,4,180.9318,1,2,4,44.550530861034645
1,0.3527073957262592,3,266.1884,3,1,4,72.79950549282599
1,0.3299684484916702,13,161.5578,2,3,4,17.914117338010264
1,0.1792360482715461,3,115.7492,1,2,4,50.48447682208859
2,0.27585697924830543,4,193.5794,3,1,4,44.167793696312245
1,0.22970915741432688,13,189.7504,3,1,4,49.927499436683185
2,0.14353324005260942,4,86.054,2,3,4,32.22806230600903
1,0.1906839951333095,9,231.601,2,1,2,87.06395924835948
1,0.37492928799975067,13,154.7998,2,1,2,58.16868229554457
1,0.2252584737584804,3,123.2072,1,2,4,42.867330217777734
2,0.12648196314099494,13,229.1352,1,2,4,67.68089833919169
1,0.18171009603211374,13,170.4422,2,1,2,70.71650302440018
1,0.1506774468857234,4,177.9028,1,3,4,69.15038394687335
2,0.11589266154506936,13,143.7154,2,1,2,69.4386318989653
2,0.0,10,235.6248,2,3,4,43.545360258011414
1,0.1545217945792761,4,97.4042,2,3,4,47.76710793003906
1,0.10621213678294962,13,213.75599999999997,2,1,3,58.38575168652023
1,0.1238067284116659,7,107.5938,2,3,4,42.68834267103843
2,0.3073891198464903,6,87.1882,1,2,4,22.700863419702785
1,0.21885534720449487,8,44.677,1,3,4,13.15705134139105
1,0.2860788982081691,14,190.053,2,1,2,23.859149188518856
1,0.2687243699406513,9,260.9594,1,2,4,53.64935600731849
1,0.22249911685217988,13,195.3478,2,1,3,34.09526066772331
1,0.17266021545219964,9,45.2086,1,2,4,25.867527906624552
1,0.24120859230135233,10,154.4314,2,3,4,48.23868779309819
2,0.19425442594700384,5,166.4526,1,2,4,69.05885460967333
1,0.0,9,119.1098,1,2,4,31.049611913838795
2,0.1637896577931586,1,47.8402,1,1,1,9.585426438088188
1,0.26996580338998494,6,191.35299999999998,1,3,4,47.71829837703771
2,0.12174893018010466,6,234.0958,1,2,4,50.70161535888181
1,0.21484861647215697,8,152.3682,2,3,4,40.953024308346265
2,0.3281200161526267,6,143.8786,1,2,4,65.8358413024395
1,0.1949720595367449,5,62.351000000000006,2,3,4,28.675128596049923
2,0.3260477664392136,6,174.9396,1,2,4,39.62267532613112
2,0.2582093298082004,6,248.1092,1,2,4,65.06271128688076
1,0.12385935168569226,13,200.0084,2,1,3,44.54305782049544
2,0.413732390561822,4,156.463,1,2,4,30.6394843298643
1,0.5707721147708602,9,252.7698,1,3,1,27.586398822608217
1,0.3359456116695082,7,114.486,1,2,4,49.90082163652218
2,0.07721886427551237,13,102.4358,1,2,4,44.84100801721567
2,0.21761949820730678,4,123.1756,2,1,2,63.236024542977084
2,0.29343792358861864,13,167.87900000000002,1,2,4,53.72376569080019
1,0.16395882409922316,10,126.302,2,3,4,55.10034482650721
1,0.2013000596125098,6,178.5002,2,1,3,74.5124566767195
1,0.14351826713000684,1,200.0742,2,1,2,94.64850236533064
1,0.29246961722544784,13,169.2816,2,1,2,59.35834903364479
1,0.0,13,141.547,1,2,4,54.82779404645056
2,0.0,13,147.2418,2,1,3,36.39060593065194
2,0.3199967031080164,10,122.1388,1,1,1,22.256576556155263
1,0.0,5,37.5822,1,1,1,14.014670884469602
1,0.17455572176242176,8,191.3162,3,1,4,36.700318799705265
1,0.14590145304279872,10,38.5822,1,1,1,8.863656130514089
1,0.18565367219637752,8,96.7726,1,2,4,51.405838189839876
1,0.3204986739442146,4,228.8352,1,2,4,72.57967759641812
1,0.515979089692596,2,98.5358,1,3,1,20.05350842122146
2,0.36009523462550846,6,206.8638,1,3,1,14.38971160239148
2,0.17096821341992202,1,189.4556,2,1,2,59.72735051883684
1,0.4200137842976109,9,173.2422,2,1,2,45.48962958741256
1,0.22443597750806352,6,214.7192,1,1,1,29.374764679908502
1,0.19022290871501255,10,58.5562,2,1,3,27.754830210253495
2,0.2646079760702613,10,89.3514,1,3,1,13.307997595431102
1,0.1748053832123027,8,190.6162,1,2,4,57.19331604304825
1,0.10620044726836135,9,237.0248,3,1,4,73.83475062597557
2,0.0,13,191.0872,1,2,4,65.94699083354752
1,0.16677021316769972,13,147.476,2,1,2,58.04263949890632
2,0.2570053657027417,0,187.72400000000002,2,1,3,45.284257750348516
1,0.23131579280282613,3,150.0734,2,1,3,59.693899185762696
2,0.3099133814471392,10,178.7028,2,1,2,67.85773942594905
1,0.2234329966679049,4,156.9288,3,1,4,39.6394752740245
2,0.18995667137534286,5,175.4712,2,3,4,54.66361129673011
2,0.07442522421867469,6,167.87900000000002,2,3,4,63.833345517840435
1,0.19219696407591874,13,113.1834,1,3,4,55.76694182040109
1,0.19440632191366616,8,99.3042,1,2,4,47.76710793003906
2,0.3269995122320521,6,173.7396,1,2,4,60.52463630621831
2,0.3722712169910535,13,252.4724,1,2,4,57.199136357116444
2,0.2531346874689441,6,116.7492,2,1,3,40.27268056635913
1,0.19418687391273387,0,74.7354,1,2,4,33.593615464846884
2,0.18979123003974657,5,177.2712,1,2,4,45.92661973191582
1,0.2220263182597955,13,194.4478,1,2,4,31.124572286217845
1,0.2539578902101685,13,259.2646,1,2,4,55.60553209888383
2,0.16160861672571794,0,239.2196,1,2,4,55.97548391930167
2,0.16094920937985374,10,102.4674,3,1,4,45.136991481488884
2,0.2832587368467211,6,188.9556,1,1,1,23.73324250918951
1,0.11760194726278983,14,45.306000000000004,3,1,4,36.12434082443581
1,0.2772284761708292,13,161.0236,1,3,4,21.985695349476668
1,0.20451044961077172,9,256.7014,1,3,4,52.96239609383247
2,0.34859822145272057,5,118.0466,1,3,4,32.56715216287724
2,0.2707210723235264,13,120.8098,1,2,4,36.4088972642677
2,0.1485077540063144,10,195.4452,1,2,4,67.09798506661731
1,0.17045247431468985,9,144.6786,2,3,4,53.75473932594223
1,0.08164353618015328,9,164.1184,2,1,2,61.62566997607409
2,0.09516896552973558,3,104.09899999999999,1,2,4,49.76721812599133
1,0.21437124573972133,0,199.1084,1,3,4,46.71715316669029
2,0.08689998273877848,4,145.8102,2,3,4,43.53771468508654
1,0.1543864113191313,9,103.3964,2,1,2,55.23310239340173
2,0.21795255905815833,5,244.6144,2,3,4,56.437462735314384
1,0.4008312575136824,13,227.5352,1,3,1,30.267817892937046
1,0.2205924772062728,9,123.7414,1,1,1,11.038179197675674
1,0.4571510942784672,0,106.0596,1,3,1,14.687382339954251
1,0.08180787859369047,9,164.9184,3,1,4,54.51725598377086
2,0.369723065279947,1,173.4054,1,1,1,29.589305500467564
2,0.37458126354637655,3,265.6884,1,2,4,51.477024001004565
2,0.17700538692367532,3,52.364,1,2,4,27.30743488502719
2,0.24803541884174526,14,55.8614,1,2,4,37.905097282555545
1,0.4207030175789092,6,221.5772,1,2,4,59.64926822686092
2,0.1095892330477771,3,163.1184,1,2,4,52.981249513389166
2,0.2685922895393686,3,183.3924,1,2,4,52.69142245185643
2,0.3701136946939413,13,192.68200000000002,2,1,3,51.99180704687999
1,0.0,4,97.9042,1,2,4,41.06667018398253
1,0.2301412218617082,6,57.793,2,1,2,41.885355435999344
1,0.0,3,154.4682,3,1,4,39.04717659447351
1,0.3941026972757228,6,64.15100000000001,1,3,1,17.783559823612368
2,0.22076776712192386,6,152.8682,2,1,2,70.93271882565901
1,0.0,8,149.4734,3,1,4,54.49282521580249
1,0.10015757085712493,13,161.5552,3,1,4,42.27300793650719
1,0.19074405102125727,13,91.0488,1,2,4,32.96339788310665
2,0.0,13,178.1344,1,2,4,59.73849680063937
1,0.1933076046098549,3,86.9224,3,1,4,15.989596617801213
1,0.29598082201385956,1,196.9794,2,3,4,39.504875648456355
1,0.16870522517100647,4,152.234,2,3,4,71.08742504831639
2,0.185052968092922,0,97.2726,2,1,2,44.24310115712957
1,0.17871437547102917,3,114.1492,1,2,4,34.03662732998086
1,0.11842308896494805,9,224.5746,1,3,4,51.889259004152294
1,0.11929824390995872,9,100.9332,2,1,2,41.75002275448482
1,0.15404669421964237,0,104.3332,1,2,4,37.88752829098251
1,0.19641498415344996,4,56.1272,2,3,4,25.906107388027248
1,0.3286885866591659,14,57.3904,2,1,3,26.51574626519118
2,0.11650239482517087,13,143.2154,1,2,4,39.49644794155545
2,0.24662526229078804,0,98.7384,3,1,4,42.115213403234705
1,0.27266305580331196,9,230.90099999999998,3,1,4,66.06299266609105
1,0.2747748915021167,13,123.1046,2,1,3,15.780025348522098
2,0.4026944995899497,6,62.2168,2,1,3,19.583176453272333
2,0.28574875677769795,1,177.0054,1,2,4,45.839554971661755
1,0.24785892156628134,9,130.9968,2,1,3,48.46588903548557
1,0.13066496087321958,8,109.5228,1,2,4,40.716605948924574
1,0.34468370573614293,5,248.8434,2,1,2,81.88572403050486
2,0.3044570692232322,3,53.6982,3,1,4,39.055701248345294
1,0.2553100624730643,4,148.076,1,3,4,38.272183109929856
2,0.07457571990936461,15,224.0062,2,1,2,61.94356625187155
1,0.15695565297242403,14,84.1592,3,1,4,32.76079364118031
2,0.35540598334862067,5,100.6358,1,2,4,44.84100801721567
2,0.25765074616620076,2,180.4292,1,2,4,46.78835752620517
2,0.2574486978021058,5,147.876,2,3,4,67.3851318912414
2,0.20659506770491884,10,184.295,1,3,4,44.87811270541577
2,0.0,6,112.4544,3,1,4,35.077035222492796
1,0.1968167624975068,4,55.8272,1,2,4,38.13275757141096
1,0.3145008092199446,5,37.6164,3,1,4,17.57643877467788
1,0.22176338291070508,14,65.6168,1,2,4,25.281772089788326
2,0.2387698934120464,6,241.9512,3,1,4,53.927862928174704
1,0.05990913119049549,7,155.5998,3,1,4,41.131469703865434
1,0.0,9,253.4698,1,2,4,82.75919646782465
2,0.2090227236450621,5,60.2194,2,1,2,41.63824203781903
2,0.31865657062109987,2,173.7712,1,1,1,13.25787313259559
1,0.15863206485449277,8,152.6024,2,1,2,77.9236549450807
2,0.34507572357382665,4,231.23,3,1,4,48.27318096003204
1,0.14662057836470294,2,230.3326,1,2,4,37.23164782815824
1,0.16031883544986222,3,262.6226,2,1,2,84.47905184127009
1,0.2738625239056998,9,61.0562,1,1,1,17.212814993486685
1,0.3441216107715411,11,58.3588,1,2,4,39.319048818606994
2,0.18748657285256456,6,171.8448,1,3,4,50.56354417957665
1,0.210746425829716,6,182.4266,1,3,4,45.04101020181497
1,0.22906766467574596,13,123.7072,1,2,4,49.498929281349106
1,0.14440698044069752,4,117.4782,3,1,4,43.667507371041914
1,0.21861353572000064,9,180.766,2,3,4,70.94679696786882
1,0.1461513598978812,0,120.4124,2,1,3,42.16261377097013
2,0.32247284536841236,6,177.0054,1,2,4,60.64003133244573
2,0.3384995642537816,4,94.3436,2,1,3,30.747943020631478
1,0.1598807368009042,3,89.7146,1,1,1,13.506635406347504
1,0.2155445151239066,0,100.5384,2,1,3,40.92863056590093
2,0.15271698661249178,4,182.5608,1,3,4,57.51255862852913
1,0.41947854176346133,6,223.0772,1,2,4,42.178402056028624
1,0.5058943526073404,10,103.3648,1,3,1,17.652036709683106
2,0.2869373084839265,5,58.1588,3,1,4,18.53517736629461
1,0.14750345419684247,1,165.0184,2,3,4,57.46623356371983
1,0.15066320055010116,4,176.4028,1,2,4,65.19560721398337
2,0.33264602357461,5,36.9506,1,2,4,27.550172413253605
1,0.25645960500632453,5,245.7802,1,1,1,15.674188974234042
1,0.0,8,262.3278,1,2,4,39.52172567082566
1,0.0,9,114.686,2,1,3,36.85419921799957
2,0.1580855970669055,6,217.9508,1,3,4,53.119303459288695
1,0.11686850730628846,5,256.3304,2,3,4,78.73963169840205
1,0.18514430317997904,6,255.2356,3,1,4,82.86773316556933
1,0.0,8,61.3536,1,1,1,13.555840069873943
1,0.4304724311730078,1,125.6046,1,3,1,24.95041081826109
2,0.22758505662718717,6,122.6072,1,1,1,11.068297068655141
2,0.16449336156818,10,194.81099999999998,3,1,4,52.43809683808138
2,0.2043059029984205,5,49.2376,2,1,3,30.96372070665927
2,0.1881506284868589,6,161.9578,2,1,3,38.00158154603569
2,0.3154932582480963,13,52.2666,2,1,3,24.803209469744033
1,0.4187319799107778,13,107.0964,1,2,4,38.376419843440324
2,0.37857627368867164,4,237.5222,2,1,2,84.67978507294406
1,0.13966262921769731,11,163.921,2,3,4,49.46529086137066
1,0.2680419649980204,7,37.9506,1,3,4,23.859149188518856
2,0.0,6,252.3382,1,3,4,69.24179229338304
2,0.13374317926533674,13,79.49600000000001,2,3,4,37.922658134682486
1,0.39995980423037514,13,94.712,1,3,4,36.12434082443581
2,0.14393976170606926,2,130.4994,1,3,4,46.73852586464404
1,0.31079263987424155,8,117.4492,2,1,2,40.27268056635913
1,0.27287516376541127,13,253.6724,2,3,4,70.94679696786882
1,0.17547055023564495,15,254.90400000000002,1,2,4,55.10034482650721
1,0.17382975291934347,6,216.6192,2,1,3,54.95515262466296
2,0.3070488625609937,6,86.3882,1,2,4,39.319048818606994
2,0.2005640296763106,13,210.9928,1,3,1,14.504923302106771
2,0.41052096535987054,1,33.6874,1,2,4,31.989601435466493
2,0.2780367943276573,6,257.633,1,2,4,67.92638662552278
1,0.0,11,108.6912,2,1,3,34.656935813773266
2,0.37758456536251583,6,88.2514,3,1,4,38.79914689783784
2,0.20968703345700707,15,57.6904,2,3,4,24.20545393088095
1,0.21231316021386898,4,241.3854,1,2,4,53.85373524649892
1,0.17420506307223105,8,192.5162,2,1,2,55.48566661760495
1,0.22911159289743502,9,191.053,1,2,4,58.442741208810524
2,0.2792839128915233,10,238.0248,1,2,4,43.545360258011414
1,0.11223806840818315,13,141.218,3,1,4,54.18651123665372
1,0.1522471050627893,11,154.034,2,3,4,49.498929281349106
2,0.35794807584341054,14,183.6924,2,3,4,35.99509411017007
1,0.31210688393561586,3,52.7324,2,1,2,49.927499436683185
1,0.1685742329064558,4,154.534,1,3,4,51.02232844549531
2,0.22338841062150025,0,225.8062,1,2,4,56.21287041238866
2,0.12175121354631337,4,190.7162,1,2,4,33.97789281282758
2,0.24784014606193241,2,57.7588,2,1,3,33.84044916959584
2,0.2226977750225628,6,77.0644,3,1,4,47.73224905658647
1,0.33754915790148254,8,160.2604,1,3,4,43.606476583186584
1,0.16592847254163462,9,185.0608,1,3,1,23.47940374029971
1,0.2121718501592518,4,87.6198,1,2,4,33.672799111448995
1,0.2937806171278153,5,146.8076,1,2,4,36.472844693004134
2,0.32261955303422013,3,107.4622,1,3,4,60.87016510573961
1,0.24729456928933963,2,165.3526,2,3,4,33.928869712974524
1,0.42899330181251083,4,42.2138,1,3,1,6.372895731141378
2,0.15752785150569407,6,234.0958,1,1,1,21.619241429800446
2,0.32698325951033025,0,183.5634,2,3,4,68.74480634927994
1,0.0,8,158.0604,2,3,4,57.685946295436636
1,0.32419832201909987,5,121.7072,2,1,3,36.70938844491965
2,0.2965413158398,6,115.9466,2,1,2,64.22329016797566
1,0.23831895224677369,4,232.8642,1,3,4,59.037809918729195
1,0.4196075964517325,14,144.0102,1,2,4,41.82968324049323
1,0.4386803505971062,4,43.9428,1,3,1,11.481654932978955
1,0.2277536344386188,1,35.3558,2,1,3,15.417217647811812
1,0.1891564881255729,2,230.2326,1,1,1,26.326750654040083
2,0.32320874988155873,6,227.1062,1,1,1,15.023521557877167
2,0.22172705067266826,6,146.9102,1,3,4,43.53771468508654
1,0.2695466174894428,9,157.792,1,2,4,63.20443022447082
1,0.22459414061813812,9,190.8162,1,2,4,51.90208858995946
1,0.42189114591325566,9,173.1422,2,1,3,54.143488989905336
1,0.0,7,188.1872,2,1,2,56.69640552980409
1,0.12301091008524406,5,83.025,2,3,4,37.6141595679074
1,0.17649848157987083,6,158.7578,2,3,4,45.672216937652586
1,0.1563866906101667,8,186.6214,3,1,4,56.59649989177776
1,0.438794558990879,14,160.2236,1,1,1,17.951245082166306
1,0.13162723882236535,14,197.9768,1,3,4,34.386927748782675
2,0.3575212888766206,14,185.9924,3,1,4,23.564320486701924
2,0.11170278420881012,10,197.111,2,3,4,28.029341768939204
1,0.1702366969839347,8,129.531,2,1,3,45.577362802163094
1,0.2652485720979474,7,36.8532,2,3,4,27.47757631233148
1,0.23957481503697337,6,125.8046,1,3,4,27.331805648365055
1,0.21913001163692755,1,219.6166,1,2,4,59.02089121658533
2,0.267966501637798,3,186.5924,2,1,2,71.99018822034014
1,0.23467728905882648,6,145.1444,1,3,4,43.43819977853594
1,0.0,0,88.054,3,1,4,34.8102858362295
2,0.0,10,102.4674,1,1,1,14.273569980912274
1,0.12073812571015007,14,147.2102,2,3,4,43.53771468508654
2,0.0,2,55.2614,2,1,3,23.50774340509952
2,0.39601998181909964,4,241.0538,1,3,4,34.66654006387139
1,0.0,13,98.7042,3,1,4,29.88039156369943
1,0.23981759943757255,6,62.5536,2,1,2,39.907312613103876
1,0.0,15,253.00400000000002,2,1,3,61.60405830787449
1,0.31310845245697216,3,51.5324,2,3,4,29.712805320265538
1,0.0,6,216.9192,1,2,4,80.44610618295954
1,0.20585727822935967,7,123.7388,1,2,4,40.12361399475376
1,0.32802115632989287,14,58.7904,1,3,4,24.20545393088095
1,0.28731497698518954,4,193.7504,1,3,4,67.83811318130834
1,0.15537702532871453,10,117.415,1,1,1,21.58842282335604
1,0.24035770842642012,4,85.3566,2,1,3,24.328916950822123
1,0.23935857828789006,4,224.3404,2,1,3,67.08806153109508
1,0.35300267137799396,9,113.1544,3,1,4,65.19560721398337
1,0.1032627183450058,3,82.3908,1,2,4,36.636768416441974
1,0.3020553790284159,7,128.9336,2,1,3,35.753824970204235
1,0.2536244290284357,7,230.2694,2,1,3,56.543537208066496
1,0.14463809664123764,7,143.8128,1,3,4,54.95515262466296
2,0.20406355137554574,6,121.1072,1,2,4,31.305871653732947
2,0.4164887045287063,13,157.6972,2,1,3,54.40723113704648
1,0.4974837585288589,4,263.1884,1,3,1,23.021224989126882
2,0.29567167263706545,5,154.463,2,1,2,54.52336196530805
1,0.1968364955997744,13,239.3564,1,2,4,55.66536804872487
1,0.35342698680208334,4,109.6228,1,1,1,10.512982450284982
1,0.21604049157507488,6,48.4692,2,1,3,24.31522979533609
1,0.21939596851355314,9,107.7622,2,3,4,23.006759876175526
1,0.19677614692843237,6,210.8586,2,1,3,79.57234444202332
1,0.34987703554248883,13,42.9428,1,2,4,26.51574626519118
1,0.17978211256963245,8,165.6526,1,2,4,36.27148742469765
1,0.1616768505383501,13,216.785,1,2,4,44.13009177420776
1,0.0,7,114.086,1,3,4,42.5555636785603
2,0.37991906111697005,6,172.108,2,1,2,65.78525670695524
1,0.184842119117911,3,181.2976,1,2,4,71.20907807295359
2,0.5226976468284509,6,240.9538,1,3,1,21.925045039862518
2,0.19643861636653828,13,144.6102,2,3,4,57.91057416396422
1,0.18063253029285728,5,148.7392,1,3,4,40.5034714561604
1,0.3649634981748175,0,91.083,1,3,1,9.480664533670621
2,0.19628608712794698,13,143.9102,1,3,4,41.82968324049323
1,0.12924951063737147,5,120.8098,1,2,4,58.088504886939546
1,0.24267974987625152,13,178.9318,1,1,1,13.432490461563708
2,0.22417885939579582,3,150.9024,2,1,2,69.69703580497524
1,0.23288236730160575,13,142.0154,1,3,4,47.63450849961612
1,0.36002049941635267,1,86.1856,1,2,4,37.49892798467711
1,0.2336937483117595,5,150.2392,1,1,1,24.42451227762798
2,0.1736381092963178,3,61.422,1,2,4,23.22279052999445
2,0.2446408653516415,6,129.4968,1,2,4,58.248749342797055
2,0.18692885545040927,13,61.9194,1,1,1,11.128288278077632
1,0.2463174029580533,9,119.8782,1,3,1,15.438795289788644
2,0.3194343344100631,3,231.93,1,2,4,50.62933932020049
2,0.3677750875195328,13,47.2402,2,1,3,30.311779888353637
1,0.34698269553394157,9,163.4868,3,1,4,67.72023626656953
1,0.17472025068663335,8,33.5874,1,2,4,25.202642718572193
1,0.3147277188301024,9,212.6902,3,1,4,25.242238411044294
1,0.36683004784232165,13,159.8236,1,3,1,17.951245082166306
1,0.1740350970350521,4,256.7672,2,1,2,65.9267957662133
2,0.2712240310149527,4,217.6482,2,1,2,57.32122643489059
2,0.22109693349298176,15,185.7898,2,1,3,51.1786791545073
1,0.18945485741991414,6,131.3284,2,1,3,36.308180896321424
2,0.12247005348247382,10,72.4038,1,3,1,14.889976494272917
2,0.10959959397735013,3,163.1184,1,3,4,67.9949645194407
1,0.21413844353595174,6,127.102,2,1,3,42.083583497606284
1,0.37460393751267484,7,109.1596,1,1,1,10.385547650461193
1,0.1392923939057693,7,38.7164,2,3,4,24.06752999374884
1,0.0,13,155.463,1,2,4,63.78117277065388
2,0.20668020950250657,5,163.221,1,2,4,42.359544379041665
2,0.28599784264920597,1,173.6054,2,3,4,26.465479402421565
2,0.3548842290099688,6,176.0028,1,2,4,35.209652085756254
1,0.0,9,127.902,1,2,4,46.37385039006358
2,0.10710742738017752,13,75.2038,2,1,3,22.74481479370628
1,0.3211645341565597,6,117.2466,2,3,4,47.31897505229799
2,0.11103083805862225,15,173.8738,1,3,1,18.642628570027348
2,0.4074713842713375,6,170.8764,2,1,3,47.25561553931977
2,0.20552408617969817,5,194.982,1,2,4,55.581579682481134
1,0.2689186066452078,9,160.792,2,1,2,60.623559776707275
2,0.3734759590656405,0,94.31200000000001,2,1,2,50.16696123944523
2,0.15664174411694987,10,106.1306,1,2,4,45.72321073590524
2,0.29205585938309814,3,153.4314,2,1,3,43.145994020302744
1,0.28398888182462356,10,189.9846,2,1,2,78.19659327617796
1,0.0,5,219.4456,1,3,4,55.62947420208104
1,0.23437263705475517,0,194.4452,1,3,4,71.33985702256489
1,0.176346102877268,6,103.899,2,3,4,44.28070685976004
1,0.12936722537026138,10,185.2608,1,1,1,13.555840069873943
1,0.36663156574414046,9,99.67,2,1,2,50.957040730403484
1,0.41020306678522045,9,195.5136,2,1,3,41.82968324049323
1,0.18613454005100719,9,120.6782,1,2,4,36.207184369956195
1,0.14710430993006288,8,150.1708,2,3,4,52.043005293699174
1,0.3338354085473858,1,64.6826,1,2,4,33.134637465950945
1,0.11813600636554462,9,222.3746,2,1,2,74.89569413524384
1,0.3903558094866785,11,108.1938,1,1,1,20.706887742970935
1,0.19356096197322437,0,47.5034,3,1,4,23.122227401355605
1,0.14448697173101802,8,133.7942,2,1,2,41.50210356114495
2,0.16399756095747278,0,220.3456,1,2,4,44.60280708655006
2,0.2862099299465342,1,167.6816,1,2,4,42.96041899237017
1,0.4040218645073556,7,144.6444,2,3,4,49.673481859036215
2,0.34892430984383993,13,96.9752,2,1,3,41.54219060184477
1,0.36460888497127986,4,98.0726,1,2,4,41.97269112172818
2,0.2816511441482175,0,152.8366,1,3,4,53.58726901046554
1,0.25533305896416936,13,177.737,3,1,4,46.01351975235105
1,0.16201421542568417,13,255.1356,2,1,3,61.76596149984229
1,0.3632104334955151,5,246.34599999999998,1,2,4,27.1852533554499
2,0.0,5,155.263,2,3,4,25.01703419672284
1,0.1639079284232462,5,261.691,1,2,4,64.86798902386292
2,0.2157428654672038,6,172.0422,2,1,2,69.48655697327361
1,0.3037126075749902,4,75.867,2,1,2,49.498929281349106
1,0.2296535717118286,13,103.79899999999999,1,2,4,33.6925659456207
1,0.0,13,119.8124,2,1,2,40.73295471728021
1,0.23821977038021006,4,233.6642,3,1,4,62.850548128079204
1,0.13350256926366624,5,161.3578,1,2,4,33.514244732650624
1,0.13288742604174408,3,175.9686,2,1,2,76.59219150801209
2,0.28159628903804823,0,97.2042,1,3,4,41.06667018398253
2,0.08370712633939836,15,173.5738,2,1,2,34.87716444896288
1,0.16184909947231713,13,252.6356,1,2,4,50.43169638233479
2,0.20625829437867463,5,161.921,2,3,4,46.04967969486867
2,0.23339699655308332,1,131.031,1,2,4,32.22806230600903
2,0.0,5,228.4668,2,3,4,62.579833812499054
2,0.3498178154411236,10,101.5674,2,1,3,40.371752500975234
1,0.19273977015655072,13,116.8834,1,2,4,51.47055663192307
1,0.22933371317798001,9,111.0228,1,1,1,14.867602362183353
